ID,ActivityDate,Calories
1624580081,04.12.16,1432
1624580081,4/13/2016,1411
1624580081,4/14/2016,1572
1624580081,4/15/2016,1344
1624580081,4/16/2016,
1624580081,4/17/2016,1554
1624580081,4/18/2016,1604
1624580081,4/19/2016,1435
1624580081,4/20/2016,1446
1624580081,4/21/2016,1467
1624580081,4/22/2016,1470
1624580081,4/23/2016,1562
1624580081,4/24/2016,1617
1624580081,4/25/2016,1492
1624580081,4/26/2016,
1624580081,4/27/2016,1670
1624580081,4/28/2016,1401
1624580081,4/29/2016,1404
1624580081,4/30/2016,1655
1624580081,05.01.16,2690
1624580081,05.02.16,1497
1624580081,05.03.16,1334
1624580081,05.04.16,1368
1624580081,05.05.16,1370
1624580081,05.06.16,1341
1624580081,05.07.16,1474
1624580081,05.08.16,1427
1624580081,05.09.16,1328
1624580081,05.10.16,1393
1624580081,05.11.16,1359
1624580081,05.12.16,1002
1644430081,04.12.16,3199
1644430081,4/13/2016,2902
1644430081,4/14/2016,3226
1644430081,4/15/2016,2750
1644430081,4/16/2016,3493
1644430081,4/17/2016,3011
1644430081,4/18/2016,2806
1644430081,4/19/2016,3300
1644430081,4/20/2016,2430
1644430081,4/21/2016,2140
1644430081,4/22/2016,2344
1644430081,4/23/2016,2677
1644430081,4/24/2016,2413
1644430081,4/25/2016,2497
1644430081,4/26/2016,3123
1644430081,4/27/2016,2489
1644430081,4/28/2016,3108
1644430081,4/29/2016,2498
1644430081,4/30/2016,3846
1644430081,05.01.16,
1644430081,05.02.16,2580
1644430081,05.03.16,3324
1644430081,05.04.16,2222
1644430081,05.05.16,2463
1644430081,05.06.16,3328
1644430081,05.07.16,3404
1644430081,05.08.16,2987
1644430081,05.09.16,
1644430081,05.10.16,2799
1644430081,05.11.16,1276
1503960366,04.12.16,1985
1503960366,4/13/2016,
1503960366,4/14/2016,1776
1503960366,4/15/2016,1745
1503960366,4/16/2016,1863
1503960366,4/17/2016,1728
1503960366,4/18/2016,1921
1503960366,4/19/2016,2035
1503960366,4/20/2016,1786
1503960366,4/21/2016,1775
1503960366,4/22/2016,
1503960366,4/23/2016,1949
1503960366,4/24/2016,1788
1503960366,4/25/2016,2013
1503960366,4/26/2016,1970
1503960366,4/27/2016,2159
1503960366,4/28/2016,1898
1503960366,4/29/2016,1837
1503960366,4/30/2016,1947
1503960366,05.01.16,1820
1503960366,05.02.16,2004
1503960366,05.03.16,1990
1503960366,05.04.16,1819
1503960366,05.05.16,1959
1503960366,05.06.16,1896
1503960366,05.07.16,1821
1503960366,05.08.16,1740
1503960366,05.09.16,1819
1503960366,05.10.16,1859
1503960366,05.11.16,1783
1503960366,05.12.16,0
1844505072,04.12.16,2030
1844505072,4/13/2016,1860
1844505072,4/14/2016,2130
1844505072,4/15/2016,1725
1844505072,4/16/2016,1657
1844505072,4/17/2016,1793
1844505072,4/18/2016,1814
1844505072,4/19/2016,1366
1844505072,4/20/2016,1349
1844505072,4/21/2016,2062
1844505072,4/22/2016,1827
1844505072,4/23/2016,1645
1844505072,4/24/2016,1347
1844505072,4/25/2016,1347
1844505072,4/26/2016,1347
1844505072,4/27/2016,1348
1844505072,4/28/2016,1992
1844505072,4/29/2016,1856
1844505072,4/30/2016,1763
1844505072,05.01.16,1541
1844505072,05.02.16,1348
1844505072,05.03.16,1742
1844505072,05.04.16,1549
1844505072,05.05.16,1589
1844505072,05.06.16,1351
1844505072,05.07.16,1347
1844505072,05.08.16,1347
1844505072,05.09.16,1347
1844505072,05.10.16,1347
1844505072,05.11.16,1347
1844505072,05.12.16,665
1927972279,04.12.16,2220
1927972279,4/13/2016,2151
1927972279,4/14/2016,2383
1927972279,4/15/2016,2221
1927972279,4/16/2016,2064
1927972279,4/17/2016,2063
1927972279,4/18/2016,2111
1927972279,4/19/2016,2063
1927972279,4/20/2016,2063
1927972279,4/21/2016,2064
1927972279,4/22/2016,2093
1927972279,4/23/2016,2499
1927972279,4/24/2016,2324
1927972279,4/25/2016,2100
1927972279,4/26/2016,2638
1927972279,4/27/2016,2063
1927972279,4/28/2016,2351
1927972279,4/29/2016,2063
1927972279,4/30/2016,2064
1927972279,05.01.16,2411
1927972279,05.02.16,2505
1927972279,05.03.16,
1927972279,05.04.16,2338
1927972279,05.05.16,2063
1927972279,05.06.16,2383
1927972279,05.07.16,2229
1927972279,05.08.16,2063
1927972279,05.09.16,2063
1927972279,05.10.16,2063
1927972279,05.11.16,2063
1927972279,05.12.16,1383
2022484408,04.12.16,2390
2022484408,4/13/2016,2601
2022484408,4/14/2016,2312
2022484408,4/15/2016,2525
2022484408,4/16/2016,2177
2022484408,4/17/2016,2782
2022484408,4/18/2016,2770
2022484408,4/19/2016,2489
2022484408,4/20/2016,2897
2022484408,4/21/2016,3158
2022484408,4/22/2016,2638
2022484408,4/23/2016,2069
2022484408,4/24/2016,2529
2022484408,4/25/2016,2470
2022484408,4/26/2016,2793
2022484408,4/27/2016,2463
2022484408,4/28/2016,2296
2022484408,4/29/2016,2611
2022484408,4/30/2016,2732
2022484408,05.01.16,2380
2022484408,05.02.16,2473
2022484408,05.03.16,2752
2022484408,05.04.16,2649
2022484408,05.05.16,
2022484408,05.06.16,2498
2022484408,05.07.16,1995
2022484408,05.08.16,1848
2022484408,05.09.16,2709
2022484408,05.10.16,2797
2022484408,05.11.16,2544
2022484408,05.12.16,1853
2026352035,04.12.16,1459
2026352035,4/13/2016,1521
2026352035,4/14/2016,1431
2026352035,4/15/2016,1444
2026352035,4/16/2016,1373
2026352035,4/17/2016,1214
2026352035,4/18/2016,1419
2026352035,4/19/2016,1356
2026352035,4/20/2016,1667
2026352035,4/21/2016,1370
2026352035,4/22/2016,1399
2026352035,4/23/2016,1916
2026352035,4/24/2016,1401
2026352035,4/25/2016,1576
2026352035,4/26/2016,1595
2026352035,4/27/2016,1593
2026352035,4/28/2016,1649
2026352035,4/29/2016,1692
2026352035,4/30/2016,1506
2026352035,05.01.16,1447
2026352035,05.02.16,1690
2026352035,05.03.16,1604
2026352035,05.04.16,1658
2026352035,05.05.16,1926
2026352035,05.06.16,1736
2026352035,05.07.16,1491
2026352035,05.08.16,1555
2026352035,05.09.16,1869
2026352035,05.10.16,1141
2026352035,05.11.16,1698
2026352035,05.12.16,1364
2320127002,04.12.16,2124
2320127002,4/13/2016,2003
2320127002,4/14/2016,
2320127002,4/15/2016,1801
2320127002,4/16/2016,1724
2320127002,4/17/2016,1852
2320127002,4/18/2016,1905
2320127002,4/19/2016,1811
2320127002,4/20/2016,1922
2320127002,4/21/2016,1610
2320127002,4/22/2016,
2320127002,4/23/2016,1804
2320127002,4/24/2016,1725
2320127002,4/25/2016,1654
2320127002,4/26/2016,1632
2320127002,4/27/2016,1481
2320127002,4/28/2016,1473
2320127002,4/29/2016,1410
2320127002,4/30/2016,1779
2320127002,05.01.16,
2320127002,05.02.16,1613
2320127002,05.03.16,1878
2320127002,05.04.16,
2320127002,05.05.16,
2320127002,05.06.16,
2320127002,05.07.16,1972
2320127002,05.08.16,1821
2320127002,05.09.16,1630
2320127002,05.10.16,1899
2320127002,05.11.16,1903
2320127002,05.12.16,1125
2347167796,04.12.16,2344
2347167796,4/13/2016,2038
2347167796,4/14/2016,2010
2347167796,4/15/2016,2133
2347167796,4/16/2016,2670
2347167796,4/17/2016,1882
2347167796,4/18/2016,1944
2347167796,4/19/2016,2346
2347167796,4/20/2016,2198
2347167796,4/21/2016,2048
2347167796,4/22/2016,1946
2347167796,4/23/2016,2629
2347167796,4/24/2016,2187
2347167796,4/25/2016,2095
2347167796,4/26/2016,1861
2347167796,4/27/2016,2194
2347167796,4/28/2016,1854
2347167796,4/29/2016,403
2873212765,04.12.16,1982
2873212765,4/13/2016,2004
2873212765,4/14/2016,1893
2873212765,4/15/2016,2063
2873212765,4/16/2016,2148
2873212765,4/17/2016,1529
2873212765,4/18/2016,1890
2873212765,4/19/2016,1956
2873212765,4/20/2016,2094
2873212765,4/21/2016,1970
2873212765,4/22/2016,2241
2873212765,4/23/2016,2021
2873212765,4/24/2016,1898
2873212765,4/25/2016,1907
2873212765,4/26/2016,1882
2873212765,4/27/2016,1966
2873212765,4/28/2016,1835
2873212765,4/29/2016,1780
2873212765,4/30/2016,1830
2873212765,05.01.16,1739
2873212765,05.02.16,1878
2873212765,05.03.16,1906
2873212765,05.04.16,2015
2873212765,05.05.16,1971
2873212765,05.06.16,1910
2873212765,05.07.16,1897
2873212765,05.08.16,2096
2873212765,05.09.16,1906
2873212765,05.10.16,1962
2873212765,05.11.16,1826
2873212765,05.12.16,1431
3372868164,04.12.16,1788
3372868164,4/13/2016,2093
3372868164,4/14/2016,2065
3372868164,4/15/2016,1908
3372868164,4/16/2016,1908
3372868164,4/17/2016,1964
3372868164,4/18/2016,2014
3372868164,4/19/2016,1985
3372868164,4/20/2016,1867
3372868164,4/21/2016,2124
3372868164,4/22/2016,
3372868164,4/23/2016,
3372868164,4/24/2016,
3372868164,4/25/2016,2010
3372868164,4/26/2016,2057
3372868164,4/27/2016,2095
3372868164,4/28/2016,1972
3372868164,4/29/2016,2044
3372868164,4/30/2016,1946
3372868164,05.01.16,1237
3977333714,04.12.16,1450
3977333714,4/13/2016,1495
3977333714,4/14/2016,1433
3977333714,4/15/2016,1468
3977333714,4/16/2016,1625
3977333714,4/17/2016,1529
3977333714,4/18/2016,
3977333714,4/19/2016,1638
3977333714,4/20/2016,1554
3977333714,4/21/2016,1397
3977333714,4/22/2016,1481
3977333714,4/23/2016,1638
3977333714,4/24/2016,1655
3977333714,4/25/2016,1570
3977333714,4/26/2016,1551
3977333714,4/27/2016,1377
3977333714,4/28/2016,1407
3977333714,4/29/2016,1545
3977333714,4/30/2016,1650
3977333714,05.01.16,1501
3977333714,05.02.16,1760
3977333714,05.03.16,1710
3977333714,05.04.16,1628
3977333714,05.05.16,1618
3977333714,05.06.16,1590
3977333714,05.07.16,1574
3977333714,05.08.16,1633
3977333714,05.09.16,1667
3977333714,05.10.16,1630
3977333714,05.11.16,52
4020332650,04.12.16,3654
4020332650,4/13/2016,1981
4020332650,4/14/2016,2011
4020332650,4/15/2016,2951
4020332650,4/16/2016,3051
4020332650,4/17/2016,1990
4020332650,4/18/2016,1995
4020332650,4/19/2016,
4020332650,4/20/2016,
4020332650,4/21/2016,
4020332650,4/22/2016,
4020332650,4/23/2016,1980
4020332650,4/24/2016,1980
4020332650,4/25/2016,1980
4020332650,4/26/2016,
4020332650,4/27/2016,1980
4020332650,4/28/2016,1980
4020332650,4/29/2016,1980
4020332650,4/30/2016,1980
4020332650,05.01.16,1980
4020332650,05.02.16,2207
4020332650,05.03.16,2828
4020332650,05.04.16,3879
4020332650,05.05.16,3429
4020332650,05.06.16,2704
4020332650,05.07.16,2975
4020332650,05.08.16,3089
4020332650,05.09.16,2785
4020332650,05.10.16,2926
4020332650,05.11.16,2645
4020332650,05.12.16,1120
4057192912,04.12.16,2286
4057192912,4/13/2016,2306
4057192912,4/14/2016,1776
4057192912,4/15/2016,1527
4319703577,04.12.16,2115
4319703577,4/13/2016,2135
4319703577,4/14/2016,2302
4319703577,4/15/2016,1985
4319703577,4/16/2016,1884
4319703577,4/17/2016,1464
4319703577,4/18/2016,1632
4319703577,4/19/2016,2200
4319703577,4/20/2016,2220
4319703577,4/21/2016,1792
4319703577,4/22/2016,1886
4319703577,4/23/2016,1945
4319703577,4/24/2016,1880
4319703577,4/25/2016,2314
4319703577,4/26/2016,2236
4319703577,4/27/2016,2324
4319703577,4/28/2016,2367
4319703577,4/29/2016,2175
4319703577,4/30/2016,2092
4319703577,05.01.16,
4319703577,05.02.16,2270
4319703577,05.03.16,2235
4319703577,05.04.16,2282
4319703577,05.05.16,2530
4319703577,05.06.16,2266
4319703577,05.07.16,2158
4319703577,05.08.16,
4319703577,05.09.16,2345
4319703577,05.10.16,2260
4319703577,05.11.16,2232
4319703577,05.12.16,257
4388161847,04.12.16,2955
4388161847,4/13/2016,3092
4388161847,4/14/2016,2998
4388161847,4/15/2016,3066
4388161847,4/16/2016,3073
4388161847,4/17/2016,2572
4388161847,4/18/2016,3274
4388161847,4/19/2016,3015
4388161847,4/20/2016,3083
4388161847,4/21/2016,3069
4388161847,4/22/2016,3544
4388161847,4/23/2016,3306
4388161847,4/24/2016,2885
4388161847,4/25/2016,3288
4388161847,4/26/2016,2929
4388161847,4/27/2016,3074
4388161847,4/28/2016,2969
4388161847,4/29/2016,2979
4388161847,4/30/2016,3283
4388161847,05.01.16,2926
4388161847,05.02.16,3147
4388161847,05.03.16,3290
4388161847,05.04.16,3162
4388161847,05.05.16,2899
4388161847,05.06.16,3425
4388161847,05.07.16,4022
4388161847,05.08.16,3934
4388161847,05.09.16,3013
4388161847,05.10.16,3061
4388161847,05.11.16,2954
4388161847,05.12.16,1623
4445114986,04.12.16,2113
4445114986,4/13/2016,2095
4445114986,4/14/2016,2194
4445114986,4/15/2016,2496
4445114986,4/16/2016,2180
4445114986,4/17/2016,1933
4445114986,4/18/2016,2248
4445114986,4/19/2016,1954
4445114986,4/20/2016,1974
4445114986,4/21/2016,2150
4445114986,4/22/2016,2432
4445114986,4/23/2016,2149
4445114986,4/24/2016,2247
4445114986,4/25/2016,2070
4445114986,4/26/2016,2291
4445114986,4/27/2016,2361
4445114986,4/28/2016,2203
4445114986,4/29/2016,2196
4445114986,4/30/2016,2363
4445114986,05.01.16,2246
4445114986,05.02.16,2336
4445114986,05.03.16,2421
4445114986,05.04.16,2070
4445114986,05.05.16,2120
4445114986,05.06.16,2211
4445114986,05.07.16,
4445114986,05.08.16,2423
4445114986,05.09.16,2281
4445114986,05.10.16,2181
4445114986,05.11.16,2499
4445114986,05.12.16,1212
4558609924,04.12.16,1909
4558609924,4/13/2016,
4558609924,4/14/2016,1922
4558609924,4/15/2016,2121
4558609924,4/16/2016,1997
4558609924,4/17/2016,2117
4558609924,4/18/2016,2116
4558609924,4/19/2016,1876
4558609924,4/20/2016,1788
4558609924,4/21/2016,2486
4558609924,4/22/2016,2094
4558609924,4/23/2016,2085
4558609924,4/24/2016,2173
4558609924,4/25/2016,2225
4558609924,4/26/2016,2223
4558609924,4/27/2016,2098
4558609924,4/28/2016,
4558609924,4/29/2016,1918
4558609924,4/30/2016,2105
4558609924,05.01.16,1692
4558609924,05.02.16,2066
4558609924,05.03.16,1953
4558609924,05.04.16,1842
4558609924,05.05.16,2262
4558609924,05.06.16,1722
4558609924,05.07.16,1973
4558609924,05.08.16,2666
4558609924,05.09.16,2223
4558609924,05.10.16,1889
4558609924,05.11.16,2131
4558609924,05.12.16,1452
4702921684,04.12.16,2947
4702921684,4/13/2016,
4702921684,4/14/2016,2984
4702921684,4/15/2016,2896
4702921684,4/16/2016,3328
4702921684,4/17/2016,3394
4702921684,4/18/2016,3013
4702921684,4/19/2016,2812
4702921684,4/20/2016,3061
4702921684,4/21/2016,2729
4702921684,4/22/2016,2241
4702921684,4/23/2016,3691
4702921684,4/24/2016,3538
4702921684,4/25/2016,3064
4702921684,4/26/2016,2784
4702921684,4/27/2016,2908
4702921684,4/28/2016,3033
4702921684,4/29/2016,3165
4702921684,4/30/2016,3115
4702921684,05.01.16,2017
4702921684,05.02.16,2859
4702921684,05.03.16,3145
4702921684,05.04.16,3004
4702921684,05.05.16,3006
4702921684,05.06.16,2859
4702921684,05.07.16,3683
4702921684,05.08.16,3287
4702921684,05.09.16,2990
4702921684,05.10.16,3172
4702921684,05.11.16,3069
4702921684,05.12.16,1240
5553957443,04.12.16,2026
5553957443,4/13/2016,1718
5553957443,4/14/2016,2324
5553957443,4/15/2016,2254
5553957443,4/16/2016,1831
5553957443,4/17/2016,1397
5553957443,4/18/2016,1683
5553957443,4/19/2016,2284
5553957443,4/20/2016,1570
5553957443,4/21/2016,2066
5553957443,4/22/2016,2105
5553957443,4/23/2016,1776
5553957443,4/24/2016,1507
5553957443,4/25/2016,2033
5553957443,4/26/2016,2093
5553957443,4/27/2016,1922
5553957443,4/28/2016,1999
5553957443,4/29/2016,2169
5553957443,4/30/2016,1463
5553957443,05.01.16,1747
5553957443,05.02.16,1996
5553957443,05.03.16,
5553957443,05.04.16,1698
5553957443,05.05.16,2156
5553957443,05.06.16,1916
5553957443,05.07.16,1494
5553957443,05.08.16,1762
5553957443,05.09.16,2272
5553957443,05.10.16,2335
5553957443,05.11.16,1693
5553957443,05.12.16,741
6117666160,04.12.16,1496
6117666160,4/13/2016,1496
6117666160,4/14/2016,1496
6117666160,4/15/2016,2865
6117666160,4/16/2016,2828
6117666160,4/17/2016,2225
6117666160,4/18/2016,2018
6117666160,4/19/2016,2606
6117666160,4/20/2016,2536
6117666160,4/21/2016,4900
6117666160,4/22/2016,2409
6117666160,4/23/2016,2651
6117666160,4/24/2016,2305
6117666160,4/25/2016,1497
6117666160,4/26/2016,2450
6117666160,4/27/2016,2576
6117666160,4/28/2016,1879
6117666160,4/29/2016,2560
6117666160,4/30/2016,2275
6117666160,05.01.16,2361
6117666160,05.02.16,2044
6117666160,05.03.16,1496
6117666160,05.04.16,1902
6117666160,05.05.16,2636
6117666160,05.06.16,1838
6117666160,05.07.16,2469
6117666160,05.08.16,2250
6117666160,05.09.16,1248
6290855005,04.12.16,2560
6290855005,4/13/2016,2905
6290855005,4/14/2016,2952
6290855005,4/15/2016,2896
6290855005,4/16/2016,2783
6290855005,4/17/2016,3171
6290855005,4/18/2016,2766
6290855005,4/19/2016,2839
6290855005,4/20/2016,2701
6290855005,4/21/2016,2060
6290855005,4/22/2016,2796
6290855005,4/23/2016,2664
6290855005,4/24/2016,2703
6290855005,4/25/2016,2771
6290855005,4/26/2016,2060
6290855005,4/27/2016,
6290855005,4/28/2016,2687
6290855005,4/29/2016,2060
6290855005,4/30/2016,2843
6290855005,05.01.16,3327
6290855005,05.02.16,2725
6290855005,05.03.16,2671
6290855005,05.04.16,
6290855005,05.05.16,2682
6290855005,05.06.16,2806
6290855005,05.07.16,2613
6290855005,05.08.16,2712
6290855005,05.09.16,2175
6290855005,05.10.16,
6775888955,04.12.16,1841
6775888955,4/13/2016,2400
6775888955,4/14/2016,2507
6775888955,4/15/2016,2127
6775888955,4/16/2016,2225
6775888955,4/17/2016,2067
6775888955,4/18/2016,2798
6775888955,4/19/2016,1841
6775888955,4/20/2016,3727
6775888955,4/21/2016,1841
6775888955,4/22/2016,1922
6775888955,4/23/2016,1841
6775888955,4/24/2016,2053
6775888955,4/25/2016,2484
6775888955,4/26/2016,2584
6775888955,4/27/2016,1841
6775888955,4/28/2016,1993
6775888955,4/29/2016,1841
6775888955,4/30/2016,2280
6775888955,05.01.16,2319
6775888955,05.02.16,1841
6775888955,05.03.16,1843
6775888955,05.04.16,1841
6775888955,05.05.16,1841
6775888955,05.06.16,2496
6775888955,05.07.16,1032
6962181067,04.12.16,1994
6962181067,4/13/2016,1718
6962181067,4/14/2016,1466
6962181067,4/15/2016,1756
6962181067,4/16/2016,2173
6962181067,4/17/2016,2027
6962181067,4/18/2016,2039
6962181067,4/19/2016,2046
6962181067,4/20/2016,2174
6962181067,4/21/2016,2179
6962181067,4/22/2016,2086
6962181067,4/23/2016,2571
6962181067,4/24/2016,1705
6962181067,4/25/2016,2194
6962181067,4/26/2016,2012
6962181067,4/27/2016,2034
6962181067,4/28/2016,2182
6962181067,4/29/2016,2254
6962181067,4/30/2016,
6962181067,05.01.16,1740
6962181067,05.02.16,2162
6962181067,05.03.16,2072
6962181067,05.04.16,2086
6962181067,05.05.16,2066
6962181067,05.06.16,1850
6962181067,05.07.16,1947
6962181067,05.08.16,1659
6962181067,05.09.16,2105
6962181067,05.10.16,2361
6962181067,05.11.16,1855
6962181067,05.12.16,928
5577150313,04.12.16,3405
5577150313,4/13/2016,2551
5577150313,4/14/2016,4022
5577150313,4/15/2016,4005
5577150313,4/16/2016,4274
5577150313,4/17/2016,4552
5577150313,4/18/2016,3625
5577150313,4/19/2016,3501
5577150313,4/20/2016,3192
5577150313,4/21/2016,4018
5577150313,4/22/2016,3329
5577150313,4/23/2016,3152
5577150313,4/24/2016,4392
5577150313,4/25/2016,3374
5577150313,4/26/2016,3088
5577150313,4/27/2016,3294
5577150313,4/28/2016,3580
5577150313,4/29/2016,3544
5577150313,4/30/2016,4501
5577150313,05.01.16,4546
5577150313,05.02.16,3014
5577150313,05.03.16,3795
5577150313,05.04.16,2755
5577150313,05.05.16,3004
5577150313,05.06.16,2643
5577150313,05.07.16,1819
5577150313,05.08.16,1819
5577150313,05.09.16,2489
5577150313,05.10.16,3841
5577150313,05.11.16,1665
7007744171,04.12.16,2937
7007744171,4/13/2016,2742
7007744171,4/14/2016,2668
7007744171,4/15/2016,2098
7007744171,4/16/2016,2076
7007744171,4/17/2016,2383
7007744171,4/18/2016,2832
7007744171,4/19/2016,2812
7007744171,4/20/2016,3096
7007744171,4/21/2016,2763
7007744171,4/22/2016,2889
7007744171,4/23/2016,2284
7007744171,4/24/2016,2667
7007744171,4/25/2016,3055
7007744171,4/26/2016,2939
7007744171,4/27/2016,2830
7007744171,4/28/2016,2836
7007744171,4/29/2016,3180
7007744171,4/30/2016,2051
7007744171,05.01.16,2225
7007744171,05.02.16,2642
7007744171,05.03.16,2976
7007744171,05.04.16,1557
7007744171,05.05.16,
7007744171,05.06.16,2553
7007744171,05.07.16,
7086361926,04.12.16,2772
7086361926,4/13/2016,2516
7086361926,4/14/2016,2734
7086361926,4/15/2016,2395
7086361926,4/16/2016,1635
7086361926,4/17/2016,1629
7086361926,4/18/2016,2743
7086361926,4/19/2016,2944
7086361926,4/20/2016,2997
7086361926,4/21/2016,2463
7086361926,4/22/2016,2846
7086361926,4/23/2016,1965
7086361926,4/24/2016,2049
7086361926,4/25/2016,2752
7086361926,4/26/2016,2781
7086361926,4/27/2016,2693
7086361926,4/28/2016,2862
7086361926,4/29/2016,2616
7086361926,4/30/2016,2995
7086361926,05.01.16,2730
7086361926,05.02.16,2754
7086361926,05.03.16,2754
7086361926,05.04.16,2655
7086361926,05.05.16,2386
7086361926,05.06.16,2924
7086361926,05.07.16,2739
7086361926,05.08.16,2534
7086361926,05.09.16,2960
7086361926,05.10.16,2800
7086361926,05.11.16,2735
7086361926,05.12.16,1199
8053475328,04.12.16,3186
8053475328,4/13/2016,3140
8053475328,4/14/2016,3411
8053475328,4/15/2016,
8053475328,4/16/2016,2867
8053475328,4/17/2016,3213
8053475328,4/18/2016,3133
8053475328,4/19/2016,3114
8053475328,4/20/2016,
8053475328,4/21/2016,3103
8053475328,4/22/2016,2655
8053475328,4/23/2016,3554
8053475328,4/24/2016,3577
8053475328,4/25/2016,3403
8053475328,4/26/2016,2846
8053475328,4/27/2016,2852
8053475328,4/28/2016,3062
8053475328,4/29/2016,2794
8053475328,4/30/2016,2408
8053475328,05.01.16,1886
8053475328,05.02.16,1988
8053475328,05.03.16,3023
8053475328,05.04.16,2918
8053475328,05.05.16,2950
8053475328,05.06.16,2859
8053475328,05.07.16,3331
8053475328,05.08.16,3589
8053475328,05.09.16,2765
8053475328,05.10.16,2926
8053475328,05.11.16,2809
8053475328,05.12.16,1505
8253242879,04.12.16,2044
8253242879,4/13/2016,1935
8253242879,4/14/2016,1705
8253242879,4/15/2016,1632
8253242879,4/16/2016,1880
8253242879,4/17/2016,2112
8253242879,4/18/2016,1829
8253242879,4/19/2016,1763
8253242879,4/20/2016,1931
8253242879,4/21/2016,
8253242879,4/22/2016,1651
8253242879,4/23/2016,2132
8253242879,4/24/2016,1976
8253242879,4/25/2016,1909
8253242879,4/26/2016,1813
8253242879,4/27/2016,2008
8253242879,4/28/2016,1580
8253242879,4/29/2016,1854
8253242879,4/30/2016,
8378563200,04.12.16,3635
8378563200,4/13/2016,4079
8378563200,4/14/2016,4163
8378563200,4/15/2016,3666
8378563200,4/16/2016,3363
8378563200,4/17/2016,2572
8378563200,4/18/2016,4157
8378563200,4/19/2016,4092
8378563200,4/20/2016,3787
8378563200,4/21/2016,4236
8378563200,4/22/2016,4044
8378563200,4/23/2016,2908
8378563200,4/24/2016,2741
8378563200,4/25/2016,4005
8378563200,4/26/2016,3763
8378563200,4/27/2016,3061
8378563200,4/28/2016,2884
8378563200,4/29/2016,2982
8378563200,4/30/2016,2660
8378563200,05.01.16,3369
8378563200,05.02.16,3491
8378563200,05.03.16,3784
8378563200,05.04.16,3110
8378563200,05.05.16,3783
8378563200,05.06.16,3644
8378563200,05.07.16,2799
8378563200,05.08.16,2685
8378563200,05.09.16,3721
8378563200,05.10.16,3586
8378563200,05.11.16,3788
8378563200,05.12.16,1976
8583815059,04.12.16,2650
8583815059,4/13/2016,2654
8583815059,4/14/2016,2443
8583815059,4/15/2016,2505
8583815059,4/16/2016,
8583815059,4/17/2016,2439
8583815059,4/18/2016,2536
8583815059,4/19/2016,2668
8583815059,4/20/2016,2647
8583815059,4/21/2016,2883
8583815059,4/22/2016,2944
8583815059,4/23/2016,3012
8583815059,4/24/2016,2889
8583815059,4/25/2016,2547
8583815059,4/26/2016,3093
8583815059,4/27/2016,3142
8583815059,4/28/2016,2757
8583815059,4/29/2016,3513
8583815059,4/30/2016,3164
8583815059,05.01.16,2596
8583815059,05.02.16,2894
8583815059,05.03.16,3212
8583815059,05.04.16,2516
8583815059,05.05.16,3266
8583815059,05.06.16,2683
8583815059,05.07.16,2810
8583815059,05.08.16,2940
8583815059,05.09.16,2947
8583815059,05.10.16,2846
8583815059,05.11.16,2804
8583815059,05.12.16,0
8792009665,04.12.16,2044
8792009665,4/13/2016,1934
8792009665,4/14/2016,1963
8792009665,4/15/2016,2009
8792009665,4/16/2016,1721
8792009665,4/17/2016,1688
8792009665,4/18/2016,1688
8792009665,4/19/2016,1688
8792009665,4/20/2016,2188
8792009665,4/21/2016,1720
8792009665,4/22/2016,2419
8792009665,4/23/2016,2748
8792009665,4/24/2016,1799
8792009665,4/25/2016,1688
8792009665,4/26/2016,1928
8792009665,4/27/2016,2067
8792009665,4/28/2016,2780
8792009665,4/29/2016,3101
8792009665,4/30/2016,2896
8792009665,05.01.16,1962
8792009665,05.02.16,2015
8792009665,05.03.16,
8792009665,05.04.16,2067
8792009665,05.05.16,1688
8792009665,05.06.16,1688
8792009665,05.07.16,1688
8792009665,05.08.16,1688
8792009665,05.09.16,1688
8792009665,05.10.16,