ID,ActivityDate,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,Calories
1503960366,12.04.16 00:00,13162,8.5,1.879999995,0.550000012,6.059999943,25,13,328,1985
1503960366,13.04.16 00:00,10735,6.96999979,1.570000052,0.689999998,4.710000038,21,19,217,
1503960366,14.04.16 00:00,10460,6.739999771,2.440000057,0.400000006,3.910000086,30,11,181,1776
1503960366,15.04.16 00:00,9762,6.28000021,2.140000105,1.25999999,2.829999924,29,34,209,1745
1503960366,16.04.16 00:00,12669,8.159999847,2.710000038,0.409999996,5.039999962,36,10,221,1863
1503960366,17.04.16 00:00,9705,6.480000019,3.190000057,0.779999971,2.50999999,38,20,164,1728
1503960366,18.04.16 00:00,13019,8.590000153,3.25,0.639999986,4.710000038,42,16,233,1921
1503960366,19.04.16 00:00,15506,9.880000114,3.529999971,1.320000052,5.03000021,50,31,264,2035
1503960366,20.04.16 00:00,10544,6.679999828,1.960000038,0.479999989,4.239999771,28,12,205,1786
1503960366,21.04.16 00:00,9819,6.340000153,1.340000033,0.349999994,4.650000095,19,8,211,1775
1503960366,22.04.16 00:00,,8.130000114,4.760000229,1.120000005,2.24000001,66,27,130,
1503960366,23.04.16 00:00,14371,9.039999962,2.809999943,0.870000005,5.360000134,41,21,262,1949
1503960366,24.04.16 00:00,10039,6.409999847,2.920000076,0.209999993,3.279999971,39,5,238,1788
1503960366,25.04.16 00:00,15355,9.800000191,5.289999962,0.569999993,3.940000057,73,14,216,2013
1503960366,26.04.16 00:00,13755,8.789999962,2.329999924,0.920000017,5.539999962,31,23,279,1970
1503960366,27.04.16 00:00,18134,12.21000004,6.400000095,0.409999996,5.409999847,78,11,243,2159
1503960366,28.04.16 00:00,13154,8.529999733,3.539999962,1.159999967,3.789999962,48,28,189,1898
1503960366,29.04.16 00:00,11181,7.150000095,1.059999943,0.5,5.579999924,16,12,243,1837
1503960366,30.04.16 00:00,14673,9.25,3.559999943,1.419999957,4.269999981,52,34,217,1947
1503960366,01.05.16 00:00,10602,6.809999943,2.289999962,1.600000024,2.920000076,33,35,246,1820
1503960366,02.05.16 00:00,14727,9.710000038,3.210000038,0.569999993,5.920000076,41,15,277,2004
1503960366,03.05.16 00:00,15103,9.659999847,3.730000019,1.049999952,4.880000114,50,24,254,1990
1503960366,04.05.16 00:00,11100,7.150000095,2.460000038,0.870000005,3.819999933,36,22,203,1819
1503960366,05.05.16 00:00,14070,8.899999619,2.920000076,1.080000043,4.880000114,45,24,250,1959
1503960366,06.05.16 00:00,12159,8.029999733,1.970000029,0.25,5.809999943,24,6,289,1896
1503960366,07.05.16 00:00,11992,7.710000038,2.460000038,2.119999886,3.130000114,37,46,175,1821
1503960366,08.05.16 00:00,10060,6.579999924,3.529999971,0.319999993,2.730000019,44,8,203,1740
1503960366,09.05.16 00:00,12022,7.71999979,3.450000048,0.529999971,3.74000001,46,11,206,1819
1503960366,10.05.16 00:00,12207,7.769999981,3.349999905,1.159999967,3.25999999,46,31,214,1859
1503960366,11.05.16 00:00,12770,8.130000114,2.559999943,1.00999999,4.550000191,36,23,251,1783
1503960366,12.05.16 00:00,,0,0,0,0,0,0,0,0
1624580081,12.04.16 00:00,,5.309999943,0,0,5.309999943,0,0,146,1432
1624580081,13.04.16 00:00,7007,4.550000191,0,0,4.550000191,0,0,148,1411
1624580081,14.04.16 00:00,9107,5.920000076,0,0,5.909999847,0,0,236,1572
1624580081,15.04.16 00:00,1510,0.980000019,0,0,0.970000029,0,0,96,1344
1624580081,16.04.16 00:00,,3.49000001,0,0,3.49000001,0,0,176,
1624580081,17.04.16 00:00,,4.059999943,1.029999971,1.519999981,1.49000001,15,22,127,1554
1624580081,18.04.16 00:00,10536,7.409999847,2.150000095,0.620000005,4.619999886,17,7,202,1604
1624580081,19.04.16 00:00,2916,1.899999976,0,0,1.899999976,0,0,141,1435
1624580081,20.04.16 00:00,4974,3.230000019,0,0,3.230000019,0,0,151,1446
1624580081,21.04.16 00:00,6349,4.130000114,0,0,4.110000134,0,0,186,1467
1624580081,22.04.16 00:00,4026,2.619999886,0,0,2.599999905,0,0,199,1470
1624580081,23.04.16 00:00,8538,5.550000191,0,0,5.539999962,0,0,227,1562
1624580081,24.04.16 00:00,6076,3.950000048,1.149999976,0.910000026,1.889999986,16,18,185,1617
1624580081,25.04.16 00:00,6497,4.21999979,0,0,4.199999809,0,0,202,1492
1624580081,26.04.16 00:00,2826,1.840000033,0,0,1.830000043,0,0,140,
1624580081,27.04.16 00:00,8367,5.440000057,1.110000014,1.870000005,2.460000038,17,36,154,1670
1624580081,28.04.16 00:00,2759,1.789999962,0,0.200000003,1.600000024,0,5,115,1401
1624580081,29.04.16 00:00,2390,1.549999952,0,0,1.549999952,0,0,150,1404
1624580081,30.04.16 00:00,6474,4.300000191,0.899999976,1.279999971,2.119999886,11,23,224,1655
1624580081,01.05.16 00:00,36019,28.03000069,21.92000008,4.190000057,1.909999967,186,63,171,2690
1624580081,02.05.16 00:00,7155,4.929999828,0.860000014,0.589999974,3.470000029,7,6,166,1497
1624580081,03.05.16 00:00,2100,1.370000005,0,0,1.340000033,0,0,96,1334
1624580081,04.05.16 00:00,2193,1.429999948,0,0,1.419999957,0,0,118,1368
1624580081,05.05.16 00:00,2470,1.610000014,0,0,1.580000043,0,0,117,1370
1624580081,06.05.16 00:00,1727,1.120000005,0,0,1.120000005,0,0,102,1341
1624580081,07.05.16 00:00,2104,1.370000005,0,0,1.370000005,0,0,182,1474
1624580081,08.05.16 00:00,3427,2.230000019,0,0,2.220000029,0,0,152,1427
1624580081,09.05.16 00:00,1732,1.129999995,0,0,1.129999995,0,0,91,1328
1624580081,10.05.16 00:00,2969,1.929999948,0,0,1.919999957,0,0,139,1393
1624580081,11.05.16 00:00,3134,2.039999962,0,0,2.039999962,0,0,112,1359
1624580081,12.05.16 00:00,2971,1.929999948,0,0,1.919999957,0,0,107,1002
1644430081,12.04.16 00:00,10694,7.769999981,0.140000001,2.299999952,5.329999924,2,51,256,3199
1644430081,13.04.16 00:00,8001,5.820000172,2.279999971,0.899999976,2.640000105,30,16,135,2902
1644430081,14.04.16 00:00,11037,8.020000458,0.360000014,2.559999943,5.099999905,5,58,252,3226
1644430081,15.04.16 00:00,5263,3.829999924,0.219999999,0.150000006,3.450000048,3,4,170,2750
1644430081,16.04.16 00:00,15300,11.11999989,4.099999905,1.879999995,5.090000153,51,42,212,3493
1644430081,17.04.16 00:00,8757,6.369999886,2.25,0.569999993,3.549999952,29,13,186,3011
1644430081,18.04.16 00:00,7132,5.190000057,1.070000052,1.669999957,2.450000048,15,33,121,2806
1644430081,19.04.16 00:00,11256,8.180000305,0.360000014,2.529999971,5.300000191,5,58,278,3300
1644430081,20.04.16 00:00,2436,1.769999981,0,0,1.75999999,0,0,125,2430
1644430081,21.04.16 00:00,1223,0.889999986,0,0,0.879999995,0,0,38,2140
1644430081,22.04.16 00:00,3673,2.670000076,0,0,2.660000086,0,0,86,2344
1644430081,23.04.16 00:00,6637,4.829999924,0,0.579999983,4.25,0,15,160,2677
1644430081,24.04.16 00:00,3321,2.410000086,0,0,2.410000086,0,0,89,2413
1644430081,25.04.16 00:00,3580,2.599999905,0.589999974,0.059999999,1.950000048,8,1,94,2497
1644430081,26.04.16 00:00,9919,7.210000038,0.800000012,1.720000029,4.690000057,11,41,223,3123
1644430081,27.04.16 00:00,3032,2.200000048,0,0,2.200000048,0,0,118,2489
1644430081,28.04.16 00:00,9405,6.840000153,0.200000003,2.319999933,4.309999943,3,53,227,3108
1644430081,29.04.16 00:00,3176,2.309999943,0,0,2.309999943,0,0,120,2498
1644430081,30.04.16 00:00,18213,13.23999977,0.629999995,3.140000105,9.460000038,9,71,402,3846
1644430081,01.05.16 00:00,6132,4.460000038,0.239999995,0.99000001,3.230000019,3,24,146,
1644430081,02.05.16 00:00,3758,2.730000019,0.07,0.310000002,2.349999905,1,7,148,2580
1644430081,03.05.16 00:00,12850,9.340000153,0.720000029,4.090000153,4.539999962,10,94,221,3324
1644430081,04.05.16 00:00,2309,1.679999948,0,0,1.659999967,0,0,52,2222
1644430081,05.05.16 00:00,4363,3.190000057,0.519999981,0.540000021,2.130000114,6,12,81,2463
1644430081,06.05.16 00:00,9787,7.119999886,0.819999993,0.270000011,6.010000229,11,6,369,3328
1644430081,07.05.16 00:00,13372,9.720000267,3.25999999,0.790000021,5.670000076,41,17,243,3404
1644430081,08.05.16 00:00,6724,4.889999866,0,0,4.880000114,0,0,295,2987
1644430081,09.05.16 00:00,6643,4.829999924,2.390000105,0.349999994,2.089999914,32,6,303,
1644430081,10.05.16 00:00,9167,6.659999847,0.879999995,0.810000002,4.96999979,12,19,155,2799
1644430081,11.05.16 00:00,1329,0.970000029,0,0,0.949999988,0,0,49,1276
1844505072,12.04.16 00:00,6697,4.429999828,0,0,4.429999828,0,0,339,2030
1844505072,13.04.16 00:00,4929,3.25999999,0,0,3.25999999,0,0,248,1860
1844505072,14.04.16 00:00,7937,5.25,0,0,5.230000019,0,0,373,2130
1844505072,15.04.16 00:00,3844,2.539999962,0,0,2.539999962,0,0,176,1725
1844505072,16.04.16 00:00,3414,2.25999999,0,0,2.25999999,0,0,147,1657
1844505072,17.04.16 00:00,4525,2.99000001,0.140000001,0.25999999,2.589999914,2,8,199,1793
1844505072,18.04.16 00:00,4597,3.039999962,0,0.479999989,2.559999943,0,12,217,1814
1844505072,19.04.16 00:00,,0.129999995,0,0,0.129999995,0,0,10,1366
1844505072,20.04.16 00:00,,0.01,0,0,0.01,0,0,1,1349
1844505072,21.04.16 00:00,8054,5.320000172,0.119999997,0.519999981,4.679999828,2,13,308,2062
1844505072,22.04.16 00:00,5372,3.549999952,0,0,3.549999952,0,0,220,1827
1844505072,23.04.16 00:00,3570,2.359999895,0,0,2.359999895,0,0,139,1645
1844505072,24.04.16 00:00,,0,0,0,0,0,0,0,1347
1844505072,25.04.16 00:00,,0,0,0,0,0,0,0,1347
1844505072,26.04.16 00:00,,0,0,0,0,0,0,0,1347
1844505072,27.04.16 00:00,,0,0,0,0,0,0,1,1348
1844505072,28.04.16 00:00,6907,4.570000172,0,0,4.559999943,0,0,302,1992
1844505072,29.04.16 00:00,4920,3.25,0,0,3.25,0,0,247,1856
1844505072,30.04.16 00:00,4014,2.670000076,0,0,2.650000095,0,0,184,1763
1844505072,01.05.16 00:00,2573,1.700000048,0,0.25999999,1.450000048,0,7,75,1541
1844505072,02.05.16 00:00,0,0,0,0,0,0,0,0,1348
1844505072,03.05.16 00:00,4059,2.680000067,0,0,2.680000067,0,0,184,1742
1844505072,04.05.16 00:00,2080,1.370000005,0,0,1.370000005,0,0,87,1549
1844505072,05.05.16 00:00,2237,1.480000019,0,0,1.480000019,0,0,120,1589
1844505072,06.05.16 00:00,44,0.029999999,0,0,0.029999999,0,0,2,1351
1844505072,07.05.16 00:00,0,0,0,0,0,0,0,0,1347
1844505072,08.05.16 00:00,0,0,0,0,0,0,0,0,1347
1844505072,09.05.16 00:00,0,0,0,0,0,0,0,0,1347
1844505072,10.05.16 00:00,0,0,0,0,0,0,0,0,1347
1844505072,11.05.16 00:00,0,0,0,0,0,0,0,0,1347
1844505072,12.05.16 00:00,0,0,0,0,0,0,0,0,665
1927972279,12.04.16 00:00,678,0.469999999,0,0,0.469999999,0,0,55,2220
1927972279,13.04.16 00:00,356,0.25,0,0,0.25,0,0,32,2151
1927972279,14.04.16 00:00,2163,1.5,0,0.400000006,1.100000024,0,9,88,2383
1927972279,15.04.16 00:00,980,0.680000007,0,0,0.680000007,0,0,51,2221
1927972279,16.04.16 00:00,0,0,0,0,0,0,0,0,2064
1927972279,17.04.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,18.04.16 00:00,244,0.170000002,0,0,0.170000002,0,0,17,2111
1927972279,19.04.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,20.04.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,21.04.16 00:00,0,0,0,0,0,0,0,0,2064
1927972279,22.04.16 00:00,149,0.100000001,0,0,0.100000001,0,0,10,2093
1927972279,23.04.16 00:00,2945,2.039999962,0,0,2.039999962,0,0,145,2499
1927972279,24.04.16 00:00,2090,1.450000048,0.07,0.239999995,1.139999986,1,6,75,2324
1927972279,25.04.16 00:00,152,0.109999999,0,0,0.109999999,0,0,12,2100
1927972279,26.04.16 00:00,3761,2.599999905,0,0,2.599999905,0,0,192,2638
1927972279,27.04.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,28.04.16 00:00,1675,1.159999967,0,0,1.159999967,0,0,95,2351
1927972279,29.04.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,30.04.16 00:00,0,0,0,0,0,0,0,0,2064
1927972279,01.05.16 00:00,,1.870000005,1.00999999,0.029999999,0.829999983,14,1,70,2411
1927972279,02.05.16 00:00,3790,2.619999886,1.159999967,0.300000012,1.159999967,16,8,94,2505
1927972279,03.05.16 00:00,1326,0.920000017,0.730000019,0,0.180000007,10,0,17,
1927972279,04.05.16 00:00,,1.24000001,0,0,1.24000001,0,0,87,2338
1927972279,05.05.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,06.05.16 00:00,2091,1.450000048,0,0,1.450000048,0,0,108,2383
1927972279,07.05.16 00:00,1510,1.039999962,0,0,1.039999962,0,0,48,2229
1927972279,08.05.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,09.05.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,10.05.16 00:00,,0,0,0,0,0,0,0,2063
1927972279,11.05.16 00:00,0,0,0,0,0,0,0,0,2063
1927972279,12.05.16 00:00,0,0,0,0,0,0,0,0,1383
2022484408,12.04.16 00:00,11875,8.340000153,3.309999943,0.769999981,4.260000229,42,14,227,2390
2022484408,13.04.16 00:00,12024,8.5,2.99000001,0.100000001,5.409999847,43,5,292,2601
2022484408,14.04.16 00:00,10690,7.5,2.480000019,0.209999993,4.820000172,32,3,257,2312
2022484408,15.04.16 00:00,,8.029999733,1.940000057,0.310000002,5.78000021,27,9,282,2525
2022484408,16.04.16 00:00,10100,7.090000153,3.150000095,0.550000012,3.390000105,41,11,151,2177
2022484408,17.04.16 00:00,15112,11.39999962,3.869999886,0.660000026,6.880000114,28,29,331,2782
2022484408,18.04.16 00:00,14131,10.06999969,3.640000105,0.119999997,6.300000191,48,3,311,2770
2022484408,19.04.16 00:00,11548,8.529999733,3.289999962,0.239999995,5,31,7,250,2489
2022484408,20.04.16 00:00,15112,10.67000008,3.339999914,1.929999948,5.400000095,48,63,276,2897
2022484408,21.04.16 00:00,12453,8.739999771,3.329999924,1.110000014,4.309999943,104,53,255,3158
2022484408,22.04.16 00:00,,9.329999924,4.429999828,0.419999987,4.46999979,52,10,273,2638
2022484408,23.04.16 00:00,6001,4.210000038,0,0,4.210000038,0,0,249,2069
2022484408,24.04.16 00:00,13481,10.27999973,4.550000191,1.149999976,4.579999924,37,26,216,2529
2022484408,25.04.16 00:00,11369,8.010000229,3.329999924,0.219999999,4.460000038,44,8,217,2470
2022484408,26.04.16 00:00,10119,7.190000057,1.429999948,0.660000026,5.110000134,55,24,275,2793
2022484408,27.04.16 00:00,10159,7.130000114,1.039999962,0.970000029,5.119999886,19,20,282,2463
2022484408,28.04.16 00:00,10140,7.119999886,0.409999996,1.330000043,5.389999866,6,20,291,2296
2022484408,29.04.16 00:00,10245,7.190000057,0.479999989,1.210000038,5.5,21,40,281,2611
2022484408,30.04.16 00:00,18387,12.90999985,0.939999998,1.399999976,10.56999969,13,23,361,2732
2022484408,01.05.16 00:00,10538,7.400000095,1.940000057,0.959999979,4.5,25,28,245,2380
2022484408,02.05.16 00:00,10379,7.289999962,2.609999895,0.340000004,4.329999924,36,8,277,2473
2022484408,03.05.16 00:00,12183,8.739999771,3.99000001,0.460000008,4.28000021,72,14,250,2752
2022484408,04.05.16 00:00,11768,8.289999962,2.50999999,0.930000007,4.849999905,36,27,272,2649
2022484408,05.05.16 00:00,11895,8.350000381,2.789999962,0.860000014,4.699999809,55,20,253,
2022484408,06.05.16 00:00,10227,7.179999828,1.870000005,0.670000017,4.639999866,24,17,295,2498
2022484408,07.05.16 00:00,,4.710000038,1.610000014,0.079999998,3.019999981,20,2,149,1995
2022484408,08.05.16 00:00,3292,2.309999943,0,0,2.309999943,0,0,135,1848
2022484408,09.05.16 00:00,13379,9.390000343,2.119999886,1.629999995,5.639999866,35,47,297,2709
2022484408,10.05.16 00:00,12798,8.979999542,2.220000029,1.210000038,5.559999943,57,28,271,2797
2022484408,11.05.16 00:00,13272,9.319999695,4.179999828,1.149999976,3.99000001,58,25,224,2544
2022484408,12.05.16 00:00,9117,6.409999847,1.279999971,0.670000017,4.440000057,16,16,236,1853
2026352035,12.04.16 00:00,4414,2.74000001,0.189999998,0.349999994,2.200000048,3,8,181,1459
2026352035,13.04.16 00:00,4993,3.099999905,0,0,3.099999905,0,0,238,1521
2026352035,14.04.16 00:00,3335,2.069999933,0,0,2.049999952,0,0,197,1431
2026352035,15.04.16 00:00,3821,2.369999886,0,0,2.369999886,0,0,188,1444
2026352035,16.04.16 00:00,2547,1.580000043,0,0,1.580000043,0,0,150,1373
2026352035,17.04.16 00:00,838,0.519999981,0,0,0.519999981,0,0,60,1214
2026352035,18.04.16 00:00,3325,2.059999943,0,0,2.059999943,0,0,182,1419
2026352035,19.04.16 00:00,2424,1.5,0,0,1.5,0,0,141,1356
2026352035,20.04.16 00:00,7222,4.480000019,0,0,4.480000019,0,0,327,1667
2026352035,21.04.16 00:00,2467,1.529999971,0,0,1.529999971,0,0,153,1370
2026352035,22.04.16 00:00,2915,1.809999943,0,0,1.809999943,0,0,162,1399
2026352035,23.04.16 00:00,12357,7.710000038,0,0,7.710000038,0,0,432,1916
2026352035,24.04.16 00:00,3490,2.160000086,0,0,2.160000086,0,0,164,1401
2026352035,25.04.16 00:00,6017,3.730000019,0,0,3.730000019,0,0,260,1576
2026352035,26.04.16 00:00,5933,3.680000067,0,0,3.680000067,0,0,288,1595
2026352035,27.04.16 00:00,6088,3.769999981,0,0,3.769999981,0,0,286,1593
2026352035,28.04.16 00:00,6375,3.950000048,0,0,3.950000048,0,0,331,1649
2026352035,29.04.16 00:00,7604,4.710000038,0,0,4.710000038,0,0,352,1692
2026352035,30.04.16 00:00,4729,2.930000067,0,0,2.930000067,0,0,233,1506
2026352035,01.05.16 00:00,3609,2.279999971,0,0,2.279999971,0,0,191,1447
2026352035,02.05.16 00:00,7018,4.349999905,0,0,4.349999905,0,0,355,1690
2026352035,03.05.16 00:00,5992,3.720000029,0,0,3.720000029,0,0,304,1604
2026352035,04.05.16 00:00,6564,4.070000172,0,0,4.070000172,0,0,345,1658
2026352035,05.05.16 00:00,12167,7.539999962,0,0,7.539999962,0,0,475,1926
2026352035,06.05.16 00:00,8198,5.079999924,0,0,5.079999924,0,0,383,1736
2026352035,07.05.16 00:00,4193,2.599999905,0,0,2.599999905,0,0,229,1491
2026352035,08.05.16 00:00,5528,3.450000048,0,0,3.450000048,0,0,258,1555
2026352035,09.05.16 00:00,10685,6.619999886,0,0,6.599999905,0,0,401,1869
2026352035,10.05.16 00:00,254,0.159999996,0,0,0.159999996,0,0,17,1141
2026352035,11.05.16 00:00,8580,5.320000172,0,0,5.320000172,0,0,330,1698
2026352035,12.05.16 00:00,8891,5.510000229,0,0,5.510000229,0,0,343,1364
2320127002,12.04.16 00:00,10725,7.489999771,1.169999957,0.310000002,6.010000229,13,9,306,2124
2320127002,13.04.16 00:00,7275,4.900000095,0,0,4.900000095,0,0,335,2003
2320127002,14.04.16 00:00,3973,2.680000067,0,0,2.680000067,0,0,191,
2320127002,15.04.16 00:00,5205,3.50999999,0,0,3.50999999,0,0,245,1801
2320127002,16.04.16 00:00,5057,3.410000086,0,0,3.400000095,0,0,195,1724
2320127002,17.04.16 00:00,6198,4.179999828,0,0,4.179999828,0,0,249,1852
2320127002,18.04.16 00:00,6559,4.420000076,0,0.25999999,4.139999866,0,7,260,1905
2320127002,19.04.16 00:00,5997,4.039999962,0,0.379999995,3.660000086,0,11,228,1811
2320127002,20.04.16 00:00,7192,4.849999905,0,0.49000001,4.340000153,0,11,283,1922
2320127002,21.04.16 00:00,3404,2.289999962,0.059999999,0.419999987,1.809999943,1,10,127,1610
2320127002,22.04.16 00:00,5583,3.75999999,0,0,3.75999999,0,0,266,
2320127002,23.04.16 00:00,,3.420000076,0,0,3.420000076,0,0,242,1804
2320127002,24.04.16 00:00,4165,2.809999943,0,0,2.799999952,0,0,204,1725
2320127002,25.04.16 00:00,3588,2.420000076,0.230000004,0.200000003,1.99000001,3,5,152,1654
2320127002,26.04.16 00:00,,2.299999952,0,0,2.299999952,0,0,147,1632
2320127002,27.04.16 00:00,1715,1.159999967,0,0,1.159999967,0,0,82,1481
2320127002,28.04.16 00:00,1532,1.029999971,0,0,1.029999971,0,0,76,1473
2320127002,29.04.16 00:00,924,0.620000005,0,0,0.620000005,0,0,45,1410
2320127002,30.04.16 00:00,4571,3.079999924,0,0,3.069999933,0,0,234,1779
2320127002,01.05.16 00:00,772,0.519999981,0,0,0.519999981,0,0,40,
2320127002,02.05.16 00:00,3634,2.450000048,0.360000014,0.209999993,1.879999995,5,6,123,1613
2320127002,03.05.16 00:00,,5.019999981,1.49000001,0.370000005,3.160000086,20,10,206,1878
2320127002,04.05.16 00:00,,0.810000002,0,0,0.810000002,0,0,52,
2320127002,05.05.16 00:00,,3.50999999,0,0.389999986,3.109999895,0,11,223,
2320127002,06.05.16 00:00,,3.289999962,0,0,3.289999962,0,0,204,
2320127002,07.05.16 00:00,7379,4.96999979,0,0,4.96999979,0,0,319,1972
2320127002,08.05.16 00:00,5161,3.480000019,0,0,3.470000029,0,0,247,1821
2320127002,09.05.16 00:00,3090,2.079999924,0,0,2.079999924,0,0,145,1630
2320127002,10.05.16 00:00,,4.199999809,0,0,4.199999809,0,0,290,1899
2320127002,11.05.16 00:00,6424,4.329999924,0,0,4.329999924,0,0,300,1903
2320127002,12.05.16 00:00,2661,1.789999962,0,0,1.789999962,0,0,128,1125
2347167796,12.04.16 00:00,10113,6.829999924,2,0.620000005,4.199999809,28,13,320,2344
2347167796,13.04.16 00:00,10352,7.010000229,1.659999967,1.940000057,3.410000086,19,32,195,2038
2347167796,14.04.16 00:00,10129,6.699999809,0.02,2.74000001,3.940000057,1,48,206,2010
